Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
2.9761213360821866e-24,0.041572359999999996,6.710648853292076e-22,3.650005978974392e-43,1.9782197116254487e-23,1.0350919160677676e-199,6.7107225212676305e-22,0.938,4.8333966366669853e-107,2.039875274587261e-19,1.798787681831947e-61,7.366797555330873e-27,2.7961036888716984e-20,0.0,0.0,0.024601342086098082,0.01,0.05,6.400861323844596e-106,2.8590536238012995e-144,0.002,4.684539248646061e-216
5.954828355340813e-24,0.041572359999999996,1.3427127983606995e-21,1.460953610600189e-42,3.958158119785759e-23,5.3137650912023135e-197,1.3427275383561556e-21,0.938,1.5485964510307715e-105,4.0815228126624345e-19,1.440123885383648e-60,1.4739995456061687e-26,5.594636659836246e-20,0.0,0.0,0.024601342086098082,0.01,0.05,1.0246145097426926e-104,1.832089783703991e-142,0.002,4.8097381978211375e-213
1.1912242393858067e-23,0.041572359999999996,2.6860086244236834e-21,5.845717422603295e-42,7.91803493610638e-23,2.7242620607070744e-194,2.686038110814941e-21,0.938,4.9585661349203196e-104,8.164817888812781e-19,1.1525367913553568e-59,2.9486391257523314e-26,1.1191702601765334e-19,0.0,0.0,0.024601342086098082,0.01,0.05,1.6397645739252268e-103,1.1732725686724757e-140,0.002,4.9317213186075276e-210
2.382707047089257e-23,0.041572359999999996,5.372600276549652e-21,2.3386676192999977e-41,1.583778856874762e-22,1.3957482321982574e-191,5.372659255732513e-21,0.938,1.5872305417322327e-102,1.6331408041113473e-18,9.222045437196136e-59,5.897918286044656e-26,2.238583448562349e-19,0.0,0.0,0.024601342086098082,0.01,0.05,2.6239284049493947e-102,7.51129767611682e-139,0.002,5.053438785113442e-207
4.7656726624961587e-23,0.041572359999999996,1.0745783580801588e-20,9.355431831935555e-41,3.1677295834030104e-22,7.148602663729416e-189,1.0745901545567657e-20,0.938,5.079920883179137e-101,3.2664588345714862e-18,7.378336867129858e-58,1.1796476606629307e-25,4.477409825333972e-19,0.0,0.0,0.02460134208609808,0.01,0.05,4.1985295172542226e-101,4.807983691479463e-137,0.0019999999999999996,5.176440399778837e-204
9.53160389330996e-23,0.041572359999999996,2.149215018930546e-20,3.74232500914318e-40,6.335631036459505e-22,3.6606918519784808e-186,2.1492386125237936e-20,0.938,1.6256999980755832e-99,6.533094895491761e-18,5.902949715619407e-57,2.35935932477986e-25,8.955062578877185e-19,0.0,0.0,0.024601342086098075,0.009999999999999998,0.05,6.71784248307497e-100,3.0773506026414786e-135,0.001999999999999999,5.301555327867915e-201
1.9063466354937567e-22,0.041572359999999996,4.29848834063132e-20,1.4969604594732694e-39,1.2671433942572495e-21,1.8744297105113612e-183,4.2985355284578496e-20,0.938,5.202440507788757e-98,1.3066367017332306e-17,4.722471864255068e-56,4.718782653013719e-25,1.7910368085963466e-18,0.0,0.0,0.024601342086098068,0.009999999999999995,0.05,1.074870417729474e-98,1.96958152218341e-133,0.0019999999999999983,5.429243447311921e-198
3.812719127819278e-22,0.041572359999999996,8.597034984032867e-20,5.987902750067442e-39,2.5343039754798458e-21,9.597478173665027e-181,8.597129360325963e-20,0.938,1.6648130454610598e-96,2.613291126101337e-17,3.778022328706644e-55,9.43762930948143e-25,3.5820979100135486e-18,0.0,0.0,0.024601342086098054,0.009999999999999988,0.05,1.719805164717208e-97,1.26055685846116e-131,0.0019999999999999966,5.559776107629586e-195
7.625464112470319e-22,0.041572359999999996,1.7194128270835963e-19,2.395173282516222e-38,5.0686251379250335e-21,4.914010729922648e-178,1.7194317024062187e-19,0.938,5.327453078815269e-95,5.2265999748375394e-17,3.0224357980062804e-54,1.8875322622416825e-24,7.16422011284773e-18,0.0,0.0,0.024601342086098023,0.009999999999999974,0.05,2.7516982606277934e-96,8.067642884733666e-130,0.001999999999999993,5.693328915963043e-192
1.5250954081772404e-21,0.041572359999999996,3.4388314844442154e-19,9.580717495098817e-38,1.0137267462815387e-20,2.515999581749195e-175,3.4388692351534637e-19,0.938,1.704793198602656e-93,1.0453217672309906e-16,2.4179558124456715e-53,3.775070924828754e-24,1.4328464518515202e-17,0.0,0.0,0.024601342086097964,0.009999999999999948,0.05,4.4027252146693685e-95,5.16331672336653e-128,0.0019999999999999857,5.830029319809275e-189
3.050193402037657e-21,0.041572359999999996,6.877668799165451e-19,3.8322918710527115e-37,2.027455211259601e-20,1.2881984644358329e-172,6.877744300647951e-19,0.938,5.455351376978443e-92,2.0906453067254486e-16,1.9343675195780905e-52,7.55014825000286e-24,2.8656953329846587e-17,0.0,0.0,0.024601342086097846,0.009999999999999896,0.05,7.044366741605138e-94,3.3045307916632435e-126,0.001999999999999971,5.969981004743173e-186
