Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45),H2(20),H2X(38)
8.935140085889525e-24,0.04836553141748826,8.109204830838552e-21,0.938,0.0,0.0,0.0324713400614849,0.01,0.05,1.095292362281625e-114,2.540481404076326e-132,0.002,4.213243930577443e-200,2.0768198001657967e-167,2.2009267368094593e-19,1.5534099872079895e-99,6.605717376167001e-20,1.4680535258595025e-60,5.936098941091315e-21,9.054607873945412e-21,2.1731058897468998e-21,2.9823795694287136e-42,5.837633410298506e-188,8.32202600836038e-138,6.452449567688745e-101,3.985486827131727e-55,1.0990188090431633e-56
1.7878043108430563e-23,0.04836553141748826,1.6225455017742465e-20,0.938,0.0,0.0,0.0324713400614849,0.01,0.05,1.7532837668413295e-113,1.6279477892092486e-130,0.002,4.325847045785287e-197,5.325640607976618e-165,4.403765660184015e-19,4.9770490071859824e-98,1.3217173863868497e-19,1.1753354600798975e-59,1.1877355222704526e-20,1.8117082479319087e-20,4.3480997950365855e-21,1.1937290583182913e-41,2.9968172052487096e-185,1.0670118506473708e-135,1.0328724707421214e-99,3.1916218337513616e-54,8.801063907090615e-56
3.576384915351263e-23,0.04836553141748826,3.24579553915513e-20,0.938,0.0,0.0,0.0324713400614849,0.01,0.05,2.8059074862330497e-112,1.0425397823290604e-128,0.002,4.435557865990776e-194,1.3645148897958962e-162,8.809443506932122e-19,1.5936383324682409e-96,2.644008683927159e-19,9.406255765043835e-59,2.3759867785929936e-20,3.6242031690066394e-20,8.698087605615957e-21,4.776471137377625e-41,1.536408793952511e-182,1.3669235789997615e-133,1.6529803851118418e-98,2.5545910477058197e-53,7.044418242029696e-55
7.153546124367677e-23,0.04836553141748826,6.492295613917303e-20,0.938,0.0,0.0,0.0324713400614849,0.01,0.05,4.4899768879395026e-111,6.674345632342419e-127,0.002,4.545029758468308e-191,3.494632036279778e-160,1.762079920042432e-18,5.1012154823443575e-95,5.28859127900782e-19,7.526433751162176e-58,4.75248929123767e-20,7.249193011156088e-20,1.73980632267747e-20,1.910899480073165e-40,7.871635732173657e-180,1.750397546697093e-131,2.645076161718238e-97,2.0441903968293816e-52,5.636961788673104e-54
1.4307868542400505e-22,0.04836553141748826,1.2985295763443268e-19,0.938,0.0,0.0,0.0324713400614849,0.01,0.05,7.184389804797891e-110,4.272250459947e-125,0.002,4.655656605378145e-188,8.94814512386751e-158,3.524351058739268e-18,1.6326406515633232e-93,1.0577756469169303e-18,6.021718717654223e-57,9.505494316525403e-20,1.4499172695454921e-19,3.4798014469092194e-20,7.644220014839215e-40,4.0316150767365625e-177,2.2409796163599883e-129,4.232367895181366e-96,1.6355593662068315e-51,4.510140378660796e-53
2.8616513378466165e-22,0.04836553141748826,2.5971296062501673e-19,0.938,0.0,0.0,0.032471340061484895,0.01,0.049999999999999996,1.1495387054541086e-108,2.734454476383424e-123,0.002,4.768184152514632e-185,2.290966733628253e-155,7.048893336126521e-18,5.2248528375540136e-92,2.1156086849492907e-18,4.817603673029195e-56,1.9011504367094372e-19,2.899913206405236e-19,6.959791695372715e-20,3.0578124292761095e-39,2.0645294130598356e-174,2.86875523239877e-127,6.771985461438495e-95,1.3085303175188704e-50,3.608340695957909e-52
5.723380305059749e-22,0.04836553141748826,5.194329666064442e-19,0.938,0.0,0.0,0.03247134006148489,0.009999999999999998,0.04999999999999999,1.839298018744122e-107,1.7501194063836778e-121,0.0019999999999999996,4.8830260110460595e-182,5.865184083232554e-153,1.409797789087536e-17,1.6720173513850187e-90,4.231274761014269e-18,3.854174420431001e-55,3.8023524468206353e-19,5.799905080124625e-19,1.3919772192299698e-19,1.2231498568223441e-38,1.0571267471967612e-171,3.6721995570369784e-125,1.083533420162846e-93,1.0468573848485343e-49,2.886763916765614e-51
1.144683823948601e-21,0.04836553141748826,1.038872978570336e-18,0.938,0.0,0.0,0.03247134006148487,0.009999999999999997,0.049999999999999975,2.942928168143489e-106,1.1200983538835369e-119,0.0019999999999999987,5.000426230887037e-179,1.5015267099805397e-150,2.8196147000270346e-17,5.3505586361788604e-89,8.46260691314526e-18,3.0833761296403063e-54,7.604756467032649e-19,1.1599888827563017e-18,2.783973318615365e-19,4.892649197962631e-38,5.412713437927177e-169,4.700538867134637e-123,1.7336660693293334e-92,8.374991604159861e-49,2.309447677968917e-50
2.289375410833854e-21,0.04836553141748826,2.077753002502267e-18,0.938,0.0,0.0,0.032471340061484825,0.009999999999999993,0.04999999999999995,4.708798031196227e-105,7.168699653813271e-118,0.0019999999999999974,5.120542751816263e-176,3.843959046739667e-148,5.639248521864959e-17,1.7121952616394846e-87,1.6925271217411363e-17,2.4667155411343507e-53,1.5209564507415143e-18,2.319985632243826e-18,5.567965517386147e-19,1.957069633369158e-37,2.771366751572171e-166,6.0167687490232176e-121,2.7738757885903736e-91,6.700046293905976e-48,1.8475727603077528e-49
4.578758584604359e-21,0.04836553141748826,4.155513050382721e-18,0.938,0.0,0.0,0.03247134006148475,0.009999999999999985,0.04999999999999989,7.53439727290915e-104,4.587990239004629e-116,0.0019999999999999944,5.243490199001191e-173,9.84060001662837e-146,1.127851616537651e-16,5.479051234254311e-86,3.385059982596009e-17,1.9733782879057678e-52,3.0419180588014007e-18,4.639979131218256e-18,1.1135949914927673e-18,7.828298441930378e-37,1.4189544894643403e-163,7.701514558485482e-119,4.438209323902287e-90,5.36005823947693e-47,1.4780640554391925e-48
9.15752493214537e-21,0.04836553141748826,8.311033146209994e-18,0.938,0.0,0.0,0.03247134006148459,0.009999999999999967,0.049999999999999774,1.2056028145488782e-102,2.9363209403188164e-114,0.0019999999999999888,5.36936182600188e-170,2.5192019059223306e-143,2.255705145174244e-16,1.7533006184670986e-84,6.770125704312357e-17,1.578704972343679e-51,6.083841274854722e-18,9.279966129164644e-18,2.2271918710010594e-18,3.1313233585003154e-36,7.265084648640632e-161,9.857970992983449e-117,7.101141368056e-89,4.288055073402615e-46,1.1824535832292305e-47
1.8315057627227393e-20,0.04836553141748826,1.6622073338129992e-17,0.938,0.0,0.0,0.03247134006148427,0.009999999999999933,0.049999999999999545,1.9292794785251064e-101,1.8792477017024487e-112,0.001999999999999977,5.498240772085863e-167,6.449167505000561e-141,4.511412202184558e-16,5.6105687365363856e-83,1.3540257147771458e-16,1.2629649147086965e-50,1.2167687706695557e-17,1.8559940125047536e-17,4.454385630017587e-18,1.2525301397725892e-35,3.719732979632403e-158,1.2618223579643218e-114,1.1361831349015275e-87,3.430447451556214e-45,9.459638021293775e-47
3.663012301739143e-20,0.04836553141748826,3.324415372303181e-17,0.938,0.0,0.0,0.03247134006148363,0.009999999999999865,0.04999999999999908,3.087852984366324e-100,1.2027192649822373e-110,0.001999999999999954,5.630205846256187e-164,1.65098824122811e-138,9.022826315153701e-16,1.7953830767696905e-81,2.70805200347953e-16,1.0103723065411688e-49,2.4335380569314002e-17,3.711988811677377e-17,8.908773148050417e-18,5.010122152046829e-35,1.904505751119228e-155,1.6151339433899875e-112,1.8178934287407584e-86,2.7443593185431973e-44,7.567714159123985e-46
7.326025379771952e-20,0.04836553141748826,6.648831449708273e-17,0.938,0.0,0.0,0.032471340061482355,0.00999999999999973,0.04999999999999815,4.943781713259198e-99,7.697405649779052e-109,0.001999999999999908,5.765334508320254e-161,4.226531637454596e-136,1.804565453688604e-15,5.745227574662765e-80,5.416104580926555e-16,8.082979952075372e-49,4.867076629029798e-17,7.423978410006805e-17,1.7817548184115193e-17,2.0040491795789517e-34,9.75107573525577e-153,2.06737229526124e-110,2.908629816586294e-85,2.1954879980162667e-43,6.054172823980258e-45
1.4652051535837568e-19,0.04836553141748826,1.3297663606217373e-16,0.938,0.0,0.0,0.0324713400614798,0.009999999999999459,0.0499999999999963,7.920343598371531e-98,4.926340367869616e-107,0.001999999999999816,5.903704414171519e-158,1.0819923214752838e-133,3.609131096352695e-15,1.8384731000676233e-78,1.0832209735989628e-15,6.466384562596947e-48,9.734153771525431e-17,1.484795760660239e-16,3.563509825624117e-17,8.016197357187346e-34,4.992552363754335e-150,2.6462370794434396e-108,4.653807971922709e-84,1.7563906161053873e-42,4.84333885760892e-44
2.93041038479688e-19,0.04836553141748826,2.659532792603123e-16,0.938,0.0,0.0,0.032471340061474695,0.009999999999998918,0.04999999999999259,7.960226671947166e-98,3.1528580738099838e-105,0.001999999999999632,1.4938042985475292e-154,2.769900623867593e-131,7.218262374951361e-15,5.883114357817503e-77,2.166442004679187e-15,5.173107892113314e-47,1.9468308049712047e-16,2.9695915999540464e-16,7.127019840047886e-17,3.206479071730093e-33,6.319960776774428e-147,3.3871838037948964e-106,4.653807971922427e-84,1.405112580632726e-41,3.874671325060571e-43
5.860820847223127e-19,0.04836553141748826,5.3190656592841575e-16,0.938,0.0,0.0,0.03247134006146448,0.009999999999997835,0.04999999999998518,8.039992819099069e-98,2.0178292412534522e-103,0.0019999999999992637,1.532323451149305e-151,7.090945943602599e-129,1.443652490523065e-14,1.8825966623930844e-75,4.332884067110072e-15,4.138486413162693e-46,3.8936616578866675e-16,5.939183278440424e-16,1.4254039868889715e-16,1.2825916553277423e-32,3.239583809784923e-144,4.33559547982628e-104,4.65380797192234e-84,1.124090100679886e-40,3.0997371550034926e-42
1.1721641772075622e-18,0.04836553141748826,1.0638131403519279e-15,0.938,0.0,0.0,0.03247134006144405,0.009999999999995669,0.04999999999997035,8.199525113519928e-98,1.2914107350666998e-101,0.0019999999999985273,1.569105408068639e-148,1.815282198789615e-126,2.887304985811704e-14,6.02430941407834e-74,8.66576819305359e-15,3.310789174571348e-45,7.78732335283015e-16,1.1878366635008221e-15,2.850807992655054e-16,5.130366681499772e-32,1.6586706445359244e-141,5.549562327374045e-102,4.653807971988117e-84,8.992720967323328e-40,2.4797897609698613e-41
1.7582462696928114e-18,0.04836553141748826,1.5957197158627453e-15,0.938,0.0,0.0,0.032471340061423624,0.009999999999993502,0.049999999999955524,4.6429878385749306e-94,7.238519167406332e-101,0.001999999999997791,1.051045539574523e-147,1.378254039052904e-125,4.3309574703331244e-14,2.8183060873340977e-73,1.2998652320078856e-14,9.466787834702139e-45,1.1680985036886188e-15,1.7817549991171066e-15,4.276211998418852e-16,1.0902029245605715e-31,9.460965425612825e-141,3.672899374904083e-101,2.6810589287887917e-80,2.669714052766651e-39,7.361875882954778e-41
2.93041045466331e-18,0.04836553141748826,2.6595328712336e-15,0.938,0.0,0.0,0.03247134006138277,0.009999999999989169,0.049999999999925875,4.826800958780138e-94,1.8096037828376358e-99,0.001999999999996318,5.6473308841094025e-145,1.263567870328784e-123,7.218262396307092e-14,4.116297681644987e-72,2.166442057845638e-14,4.3505839465808026e-44,1.9468308361448497e-15,2.9695916701876948e-15,7.127020009937317e-16,3.0140904573974995e-31,2.98219862810599e-138,1.9178727840390183e-99,2.681058928789449e-80,1.250550278674398e-38,3.4484576625375184e-40
3.9853582211367585e-18,0.04836553141748826,3.616964714580481e-15,0.938,0.0,0.0,0.032471340061346,0.009999999999985269,0.04999999999989919,-5.51287085589507e-94,7.392257271867072e-99,0.0019999999999949923,5.0854798870579527e-144,7.256006775421378e-123,9.816836794894511e-14,1.4737767242689676e-71,2.946361201449131e-14,9.793120772611685e-44,2.6476899318376975e-15,4.0386446740203835e-15,9.692747220296557e-16,5.36720210571909e-31,2.5424054194633582e-137,1.0182726840831688e-98,-3.0929842043146467e-80,2.885771688843003e-38,7.957666018129681e-40
5.040305987610207e-18,0.04836553141748826,4.574396561645917e-15,0.938,0.0,0.0,0.03247134006130923,0.00999999999998137,0.0499999999998725,8.998639304074858e-93,2.2971381226560996e-98,0.0019999999999936666,2.144111755528137e-143,2.9011943728298015e-122,1.2415411156658328e-13,3.894526488626649e-71,3.726280345422579e-14,1.850963550505426e-43,3.3485490238070685e-15,5.107697677714577e-15,1.2258474430647984e-15,8.378278257516267e-31,9.030869130071449e-137,3.4840742129564255e-98,5.106821580581041e-79,5.556378762010031e-38,1.532200433009368e-39
6.095253754083656e-18,0.04836553141748826,5.531828412223921e-15,0.938,0.0,0.0,0.03247134006127246,0.00999999999997747,0.049999999999845814,1.957258174192298e-92,5.7983938841731903e-98,0.001999999999992341,8.836759106702354e-143,9.221210832478602e-122,1.501398548363835e-13,8.82281040580639e-71,4.5061994897454904e-14,3.0938153020901024e-43,4.049408112259221e-15,6.176750681277952e-15,1.4824201640992038e-15,1.2010871625547279e-30,3.668014265894779e-136,1.018732186914208e-97,1.0928048758755706e-78,9.447210102599512e-38,2.6051174660628052e-39
8.205149287030554e-18,0.04836553141748826,7.44669212139028e-15,0.938,0.0,0.0,0.03247134006119892,0.00999999999996967,0.04999999999979244,2.6997466717059048e-92,2.3029439252599458e-97,0.0019999999999896897,1.090790439951211e-141,5.775729310215767e-121,2.0211134058274583e-13,3.0837082399582584e-70,6.066037779188251e-14,6.604942508745416e-43,5.451126281142574e-15,8.314856688106364e-15,1.9955656061663322e-15,2.0693416984087474e-30,4.446980609650355e-135,5.975036202995298e-97,1.4391997086082542e-78,2.0887880362865397e-37,5.759941932739602e-39
1.031504481997745e-17,0.04836553141748826,9.361555843540529e-15,0.938,0.0,0.0,0.032471340061125384,0.009999999999961871,0.049999999999739066,4.462685431688159e-92,6.760145374618579e-97,0.0019999999999870386,5.765795394192733e-141,2.2740332100116186e-120,2.540828250433575e-13,8.031228452485674e-70,7.625876069922767e-14,1.2010370327943007e-42,6.852844437024857e-15,1.0452962694451211e-14,2.508711048230734e-15,3.167334302099894e-30,2.0884489919692679e-134,2.0999393813163577e-96,2.3435592899299957e-78,3.9133166441760044e-37,1.0791174647753704e-38
1.2424940352924348e-17,0.04836553141748826,1.1276419579555333e-14,0.938,0.0,0.0,0.032471340061051845,0.009999999999954072,0.04999999999968569,7.081570799249852e-92,1.7028317738507092e-96,0.0019999999999843875,2.458891205246071e-140,7.377578445464272e-120,3.06054308131009e-13,1.8151227908956062e-69,9.185714362036653e-14,1.9867495947394165e-42,8.254562579024234e-15,1.259106870027969e-14,3.021856490292224e-15,4.5106475872545365e-30,8.355884877569931e-134,6.218182292023592e-96,3.667470835894113e-78,6.622918285370498e-37,1.8263042314334346e-38
1.6644731418818144e-17,0.04836553141748826,1.5106147093959854e-14,0.938,0.0,0.0,0.03247134006090477,0.009999999999938473,0.049999999999578944,9.267854273569375e-92,1.0117984754054292e-95,0.001999999999979085,7.302607920862086e-139,9.852559897425503e-119,4.0999727011006664e-13,7.823523060091387e-69,1.2305390950480258e-13,4.5828009619434156e-42,1.1057998820591991e-14,1.686728071035845e-14,4.048147374406304e-15,7.947059836092368e-30,1.5383192462431703e-132,5.683080191616853e-95,4.410227878873609e-78,1.5750123034950577e-36,4.3431784430521087e-38
2.0864522484711938e-17,0.04836553141748826,1.8935874664688138e-14,0.938,0.0,0.0,0.03247134006075769,0.009999999999922874,0.049999999999472196,2.9774845426946017e-91,3.6225960685618167e-95,0.0019999999999737823,5.164693474056993e-138,5.1562136595773345e-118,5.139402265115724e-13,2.3006550141506247e-68,1.542506754452746e-13,8.803637994438737e-42,1.3861435005761443e-14,2.1143492718339506e-14,5.074438258508552e-15,1.2380069820327112e-29,9.256751220637602e-132,2.472646366553127e-94,1.4868095649802619e-77,3.075939120628184e-36,8.482062185993049e-38
2.9304104616499527e-17,0.04836553141748826,2.6595329975228347e-14,0.938,0.0,0.0,0.03247134006046354,0.009999999999891677,0.0499999999992587,4.346083664310417e-91,3.1617293980589916e-94,0.0019999999999631775,2.5001409486986253e-136,1.0802017449043917e-116,7.218261225708016e-13,1.325125822122262e-67,2.1664420749443813e-13,2.4214770027731393e-41,1.946830720679292e-14,2.969591672800433e-14,7.127020026677534e-15,2.4237871616031804e-29,2.679849884706861e-130,3.2344027054228846e-93,1.8601637285462214e-77,8.601667259309833e-36,2.3719544354913507e-37
4.6183268880074704e-17,0.04836553141748826,4.191424127266827e-14,0.938,0.0,0.0,0.03247134005987524,0.009999999999829284,0.049999999998831715,5.083540934937749e-89,6.297436985389051e-93,0.0019999999999419675,3.8397903778357875e-134,6.68347697845706e-115,1.137597847711667e-12,1.4552152665171997e-66,3.414312722656683e-13,9.635517573577802e-41,3.0682050931601145e-14,4.680076472214391e-14,1.12321835628734e-14,5.992104539620674e-29,2.0991179953161885e-128,1.046841372201025e-91,2.1512353566733218e-75,3.4616467786191395e-35,9.545670228334313e-37
7.994159740722506e-17,0.04836553141748826,7.255206657309133e-14,0.938,0.0,0.0,0.03247134005869864,0.009999999999704497,0.049999999997977745,9.675714208437761e-89,2.153184462010891e-91,0.0019999999998995474,1.5377356537548396e-131,7.911902985438292e-113,1.969141030072664e-12,2.5600583081241495e-65,5.910054044998463e-13,5.145595187545066e-40,5.310953567209323e-14,8.101046060965903e-14,1.9442510634696554e-14,1.7915954750480407e-28,4.2242616951471846e-126,6.257768443386783e-90,2.6284727207517264e-75,1.8584907330127177e-34,5.124883758942728e-36
1.4745825446152577e-16,0.04836553141748826,1.3382772799615309e-13,0.938,0.0,0.0,0.03247134005634543,0.009999999999454922,0.049999999996269806,2.3975403296998244e-86,9.932312906328736e-90,0.0019999999998147073,7.448367457099619e-129,1.3468730440930975e-110,3.6322263231078482e-12,5.963939305839578e-64,1.0901536797351157e-12,3.313173059318141e-39,9.796449431653496e-14,1.494298519816328e-13,3.5863164776067086e-14,6.091260416827801e-28,1.023607868987326e-123,5.343629181904516e-88,5.519914251664808e-73,1.1989416832016707e-33,3.306142480628395e-35
2.824915685701272e-16,0.04836553141748826,2.5637909413122166e-13,0.938,0.0,0.0,0.032471340051639035,0.009999999998955775,0.049999999992853934,6.483754919864913e-86,5.374874646991675e-88,0.001999999999645027,7.131872099717435e-126,2.793214525114485e-108,6.958392622425812e-12,1.6204069291867577e-62,2.0884502732734057e-12,2.3691729658068796e-38,1.876743682591509e-13,2.862686331133621e-13,6.87044730496939e-14,2.2350193427885496e-27,4.906700775646694e-121,5.548201258710875e-86,6.744967681151173e-73,8.578305042426007e-33,2.365509880449349e-34
5.5255819678733e-16,0.04836553141748826,5.014819995570301e-13,0.938,0.0,0.0,0.03247134004222624,0.009999999997957478,0.04999999998602219,2.2047116231243385e-85,3.159706080691332e-86,0.001999999999305667,6.350183771568739e-123,6.424464471714761e-106,1.3610708074086807e-11,4.7719180971879804e-61,4.085043632620985e-12,1.7903203127665946e-37,3.670939427592968e-13,5.599461889280354e-13,1.3438708956040038e-13,8.550652442461064e-27,2.18424319983456e-118,6.384252602127959e-84,1.1900971521955956e-72,6.48342842181886e-32,1.7878354740295224e-33
1.0926914532217357e-15,0.04836553141748826,9.916885030300615e-13,0.938,0.0,0.0,0.032471340023400734,0.009999999995960884,0.04999999997235879,5.905934248586703e-85,1.9375553919389026e-84,0.0019999999986269465,6.05763358252182e-120,1.5581909991948963e-103,2.6915270389826492e-11,1.4644065322121018e-59,8.078231040399744e-12,1.3917094713031552e-36,7.259323982195279e-13,1.1073012747629585e-12,2.657523224349053e-13,3.3437339478454024e-26,1.0419044755016178e-115,7.744343668608759e-82,1.4201371671431149e-72,5.040120298034507e-31,1.3898336745395785e-32
1.6328247096561414e-15,0.04836553141748826,1.4818959299965272e-12,0.938,0.0,0.0,0.0324713400045753,0.00999999999396429,0.049999999958695474,6.672270856255922e-82,1.3288217807751245e-83,0.001999999997948226,7.92095754052152e-119,1.520674319716407e-102,4.021974125588319e-11,8.26489174852017e-59,1.2071419366955983e-11,4.386278722666072e-36,1.08476992896017e-12,1.6546563262062588e-12,3.971175551125934e-13,7.466463091504795e-26,1.2250802655341286e-114,6.55950060767698e-81,2.928670438488721e-69,1.5885174788184043e-30,4.380394497758889e-32
2.172957966090547e-15,0.04836553141748826,1.9721042804539315e-12,0.938,0.0,0.0,0.03247133998574996,0.009999999991967696,0.04999999994503225,2.6426113613723487e-81,5.563546673506049e-83,0.0019999999972695063,7.780421251403353e-118,8.910483650684814e-102,5.352412067285346e-11,2.974470935932331e-58,1.606460861228878e-11,9.972019794057668e-36,1.4436065349819154e-12,2.2020113432592525e-12,5.284827875921521e-13,1.3223258717154776e-25,1.1615315566548452e-113,3.4641820739188454e-80,7.994386256377047e-69,3.611439297994418e-30,9.958658709128284e-32
2.7130912225249527e-15,0.04836553141748826,2.4623135543996806e-12,0.938,0.0,0.0,0.032471339966924716,0.009999999989971106,0.04999999993136913,6.302988478727637e-81,1.7767611631598938e-82,0.001999999996590786,5.477438629617821e-117,3.914781961602511e-101,6.68284086413552e-11,8.324396281555096e-58,2.005779877639718e-11,1.8985602451823635e-35,1.802442216285491e-12,2.7493663259233007e-12,6.598480198722243e-13,2.0614127050669001e-25,7.69210037062898e-113,1.387402999390582e-79,1.391216985397071e-68,6.875786122892112e-30,1.8960168125775622e-31
3.793357735393764e-15,0.04836553141748826,3.4427348727465873e-12,0.938,0.0,0.0,0.032471339929274506,0.00999999998597792,0.049999999904043156,1.6987300059761945e-80,1.1244678334112685e-81,0.0019999999952333455,1.4953454468961644e-115,4.670561723724151e-100,9.343671023524596e-11,4.138369833104664e-57,2.8044181860937208e-11,5.039867549510446e-35,2.5201108047408454e-12,3.844076188089607e-12,9.225784838288784e-13,4.0298104896133415e-25,1.7069942754378506e-111,1.3631845807379622e-78,2.0150356478183704e-68,1.8252318245056287e-29,5.033110078433335e-31
4.873624248262575e-15,0.04836553141748826,4.4231598850164175e-12,0.938,0.0,0.0,0.03247133989162465,0.009999999981984734,0.049999999876717535,2.9018715605121068e-80,4.346560338139727e-81,0.0019999999938759058,1.1619070769907895e-114,2.5783839396645264e-99,1.2004464604251498e-10,1.352651487588581e-56,3.603056862056834e-11,1.0533622390565936e-34,3.2377756943321014e-12,4.938785912716096e-12,1.1853089469716713e-12,6.651844649822847e-25,1.223009542835491e-110,6.564673568428489e-78,2.067418957464915e-68,3.8148482969429694e-29,1.0519480065994828e-30
5.953890761131387e-15,0.04836553141748826,5.403588591187236e-12,0.938,0.0,0.0,0.032471339853975156,0.009999999977991548,0.04999999984939229,4.0962852520025675e-80,1.308063215632453e-80,0.0019999999925184656,6.516897296215652e-114,1.0437405811400812e-98,1.4665221606838405e-10,3.5254102913414993e-56,4.4016959055282435e-11,1.9086341765365094e-34,3.95543688506544e-12,6.033495499814263e-12,1.4480394092891452e-12,9.927520435276802e-25,6.32592291969245e-110,2.3599548484294375e-77,2.075306526748972e-68,6.912302280861971e-29,1.906067738840641e-30
7.034157274000198e-15,0.04836553141748826,6.384020991237289e-12,0.938,0.0,0.0,0.032471339816326036,0.009999999973998362,0.0499999998220674,5.35287418489891e-80,3.3747195610682584e-80,0.0019999999911610254,3.022544453813326e-113,3.5492627859213355e-98,1.7325942031803149e-10,7.951766750785738e-56,5.20033531650714e-11,3.13986006840377e-34,4.673094376946995e-12,7.128204949395502e-12,1.7107698707699386e-12,1.3856843050577901e-24,2.6644019282467686e-109,7.179315274240803e-77,2.2017373796938233e-68,1.1371316979210464e-28,3.13563104279087e-30
9.194690299737822e-15,0.04836553141748826,8.344896872891634e-12,0.938,0.0,0.0,0.03247133974102887,0.00999999996601199,0.04999999976741872,8.382016531272586e-80,1.83959315096636e-79,0.0019999999884461462,8.197764128145138e-112,4.2242530190101576e-97,2.264727315085293e-10,3.130750240301404e-55,6.797615240984298e-11,6.998984342371483e-34,6.108398264178295e-12,9.317623436050941e-12,2.2362307911778887e-12,2.3676448739713767e-24,4.068704520064319e-108,5.613775640068177e-76,2.774118752874608e-68,2.534757141112727e-28,6.989522203446419e-30
1.1355223325475444e-14,0.04836553141748826,1.03057875298103e-11,0.938,0.0,0.0,0.032471339665733144,0.009999999958025618,0.049999999712771526,1.4201494882420403e-79,6.569412896522223e-79,0.001999999985731267,6.24513319859329e-111,2.271620749429589e-96,2.7968457965426895e-10,9.020338431808816e-55,8.394896635482024e-11,1.3175470746087848e-33,7.543687356073691e-12,1.1507041372771024e-11,2.76169170810718e-12,3.611070218538568e-24,2.5933629391152747e-107,2.455816366006273e-75,6.216288162166345e-68,4.771646624191239e-28,1.3157591467612948e-29
1.3515756351213067e-14,0.04836553141748826,1.2266692961824484e-11,0.938,0.0,0.0,0.03247133959043887,0.009999999950039246,0.04999999965812577,2.6658069562012212e-79,1.8395556223611288e-78,0.0019999999830163893,3.160311866745934e-110,8.647534137807833e-96,3.3289496479543246e-10,2.1421754845223652e-54,9.992179499994048e-11,2.2213018284289816e-33,8.978961652680785e-12,1.3696458759644205e-11,3.2871526214696433e-12,5.1159643778168515e-24,1.1602863743429584e-106,8.043093015583583e-75,1.337313833848121e-67,8.04471145610988e-28,2.2182762845454343e-29
1.7836822402688312e-14,0.04836553141748826,1.6188548150463814e-11,0.938,0.0,0.0,0.032471339439854675,0.009999999934066502,0.04999999954883867,1.456730816357673e-78,1.0242151436073245e-77,0.0019999999775866346,6.836821475441667e-109,9.382230845644967e-95,4.393113462248324e-10,8.738170112574842e-54,1.3186749639035905e-10,5.104724550824667e-33,1.1849465860220548e-11,1.8075291884203817e-11,4.338074437141236e-12,8.910175304571302e-24,1.6700382982791291e-105,6.133826750926874e-74,7.812147023360476e-67,1.8487439085515678e-27,5.097718275710234e-29
2.6478954505638803e-14,0.04836553141748826,2.403243582145511e-11,0.938,0.0,0.0,0.03247133913870367,0.009999999902121016,0.04999999933028203,3.868685700384854e-77,1.2667377823824645e-76,0.001999999966727131,5.836649465061195e-107,3.196809842773947e-93,6.521265547979743e-10,6.636595946211585e-53,1.9575907557015127e-10,1.6699126743434756e-32,1.7590296733936494e-11,2.6832951539054793e-11,6.439918021800123e-12,1.9636400787472011e-23,7.592090493110381e-104,1.1791639975640754e-72,1.3326205616549694e-65,6.047854944728563e-27,1.6675844499413836e-28
3.5121086608589294e-14,0.04836553141748826,3.187655987505166e-11,0.938,0.0,0.0,0.032471338837575844,0.00999999987017553,0.04999999911174879,3.0713620635927957e-76,6.51508517193794e-76,0.0019999999558676365,6.825513781781557e-106,2.501989130574405e-92,8.64918359801611e-10,2.6689890109709995e-52,2.596508899452029e-10,3.896632793123004e-32,2.3330890888375562e-11,3.559060240626929e-11,8.541761539506893e-12,3.4546580047453725e-23,7.736222375349142e-103,7.587758939211877e-72,8.852855416995996e-65,1.411237391300685e-26,3.8911196516087597e-28
5.240535081449028e-14,0.04836553141748826,4.756551708680012e-11,0.938,0.0,0.0,0.0324713382353897,0.00999999980628456,0.0499999986747525,9.413721255185638e-75,7.978192302696167e-75,0.0019999999341486748,5.725041699101944e-104,8.050885226393818e-91,1.2904317693945295e-09,2.0559048459644606e-51,3.8743522426501486e-10,1.2945530374462805e-31,3.481136905162397e-11,5.3105877800451314e-11,1.2745448351472713e-11,7.691983486174586e-23,3.7018459312031276e-101,1.465386879847249e-70,1.62041319215996e-63,4.688530680144972e-26,1.2926648419716089e-27
6.968961502039126e-14,0.04836553141748826,6.3255419699192e-11,0.938,0.0,0.0,0.03247133763329624,0.009999999742393595,0.0499999982378498,7.489768019403576e-74,4.062422795263886e-74,0.001999999912429748,6.678473289911957e-103,6.201558347333603e-90,1.7158515955894218e-09,8.278253139838567e-51,5.152204993176539e-10,3.044446229454334e-31,4.629090037436845e-11,7.06211181120711e-11,1.6949134827859635e-11,1.3603200953718445e-22,3.7806549233692844e-100,9.357643229029336e-70,1.080910224992193e-62,1.10263333727957e-25,3.0398814235360757e-27
